NU_ANO_CENSO|CO_OCDE_AREA_GERAL|NO_OCDE_AREA_GERAL|CO_OCDE_AREA_ESPECIFICA|NO_OCDE_AREA_ESPECIFICA|CO_OCDE_AREA_DETALHADA|NO_OCDE_AREA_DETALHADA|CO_OCDE|NO_OCDE
2017|5|Engenharia, produção e construção|54|Produção e processamento|543|Materiais (madeira, papel, plástico, vidro)|543P03|Produção industrial de diamantes
2017|4|Ciências, matemática e computação|42|Ciências|421|Biologia e bioquímica|421B06|Biologia vegetal
2017|4|Ciências, matemática e computação|42|Ciências|421|Biologia e bioquímica|421B07|Biomedicina
2017|4|Ciências, matemática e computação|42|Ciências|421|Biologia e bioquímica|421B08|Biometria
2017|4|Ciências, matemática e computação|42|Ciências|421|Biologia e bioquímica|421B09|Bioquímica
2017|4|Ciências, matemática e computação|42|Ciências|421|Biologia e bioquímica|421C02|Ciências da vida
2017|4|Ciências, matemática e computação|42|Ciências|421|Biologia e bioquímica|421F01|Farmacologia
2017|4|Ciências, matemática e computação|42|Ciências|421|Biologia e bioquímica|421G01|Genética
2017|4|Ciências, matemática e computação|42|Ciências|421|Biologia e bioquímica|421L01|Limnologia
2017|4|Ciências, matemática e computação|42|Ciências|421|Biologia e bioquímica|421M01|Microbiologia
2017|4|Ciências, matemática e computação|42|Ciências|421|Biologia e bioquímica|421P01|Parasitologia
2017|4|Ciências, matemática e computação|42|Ciências|421|Biologia e bioquímica|421T01|Toxicologia
2017|4|Ciências, matemática e computação|42|Ciências|421|Biologia e bioquímica|421V01|Virologia
2017|4|Ciências, matemática e computação|42|Ciências|422|Ciências ambientais|422C01|Ciências ambientais
2017|4|Ciências, matemática e computação|42|Ciências|422|Ciências ambientais|422P01|Preservação do meio ambiente
2017|4|Ciências, matemática e computação|42|Ciências|422|Ciências ambientais|422S02|Saneamento básico
2017|4|Ciências, matemática e computação|42|Ciências|422|Ciências ambientais|422T01|Tecnologia ambiental
2017|4|Ciências, matemática e computação|44|Ciências físicas|441|Física|441A01|Acústica
2017|4|Ciências, matemática e computação|44|Ciências físicas|441|Física|441A03|Astronomia
2017|4|Ciências, matemática e computação|44|Ciências físicas|441|Física|441C01|Ciência espacial
2017|4|Ciências, matemática e computação|44|Ciências físicas|441|Física|441C02|Ciências planetárias
2017|4|Ciências, matemática e computação|44|Ciências físicas|441|Física|441F03|Física aplicada
2017|4|Ciências, matemática e computação|44|Ciências físicas|441|Física|441O01|Ótica
2017|4|Ciências, matemática e computação|44|Ciências físicas|442|Química|442P01|Petrologia
2017|4|Ciências, matemática e computação|44|Ciências físicas|442|Química|442Q01|Química
2017|4|Ciências, matemática e computação|44|Ciências físicas|442|Química|442Q03|Química de polímeros
2017|4|Ciências, matemática e computação|44|Ciências físicas|442|Química|442Q04|Química industrial
2017|4|Ciências, matemática e computação|44|Ciências físicas|442|Química|442Q05|Química inorgânica
2017|4|Ciências, matemática e computação|44|Ciências físicas|442|Química|442Q06|Química orgânica
2017|4|Ciências, matemática e computação|44|Ciências físicas|442|Química|442Q07|Química tecnológica
2017|4|Ciências, matemática e computação|44|Ciências físicas|443|Ciências da terra|443C04|Ciências da vida marinha
2017|4|Ciências, matemática e computação|44|Ciências físicas|443|Ciências da terra|443G01|Geociência
2017|4|Ciências, matemática e computação|44|Ciências físicas|443|Ciências da terra|443G02|Geodésia
2017|4|Ciências, matemática e computação|44|Ciências físicas|443|Ciências da terra|443G03|Geofísica
2017|4|Ciências, matemática e computação|44|Ciências físicas|443|Ciências da terra|443G05|Geografia (natureza)
2017|4|Ciências, matemática e computação|44|Ciências físicas|443|Ciências da terra|443H01|Hidrogeologia
2017|4|Ciências, matemática e computação|44|Ciências físicas|443|Ciências da terra|443M01|Meteorologia
2017|4|Ciências, matemática e computação|44|Ciências físicas|443|Ciências da terra|443M02|Mineralogia
2017|4|Ciências, matemática e computação|44|Ciências físicas|443|Ciências da terra|443O02|Oceanologia
2017|4|Ciências, matemática e computação|44|Ciências físicas|443|Ciências da terra|443S01|Sismologia
2017|4|Ciências, matemática e computação|44|Ciências físicas|443|Ciências da terra|443V01|Vulcanologia
2017|4|Ciências, matemática e computação|46|Matemática e estatística|461|Matemática|461A01|Álgebra
2017|4|Ciências, matemática e computação|46|Matemática e estatística|461|Matemática|461A03|Análise numérica
2017|4|Ciências, matemática e computação|46|Matemática e estatística|461|Matemática|461M02|Matemática aplicada
2017|4|Ciências, matemática e computação|46|Matemática e estatística|461|Matemática|461M03|Matemática computacional (informática)
2017|4|Ciências, matemática e computação|46|Matemática e estatística|461|Matemática|461M04|Matemática industrial
2017|4|Ciências, matemática e computação|46|Matemática e estatística|462|Estatística|462A01|Amostragem (survey sampling)
2017|8|Serviços|81|Serviços pessoais|812|Viagens, turismo e lazer|812E01|Eventos
2017|8|Serviços|81|Serviços pessoais|812|Viagens, turismo e lazer|812R01|Recreação e lazer
2017|8|Serviços|81|Serviços pessoais|812|Viagens, turismo e lazer|812T01|Turismo
2017|8|Serviços|81|Serviços pessoais|812|Viagens, turismo e lazer|812T02|Turismo e hotelaria
2017|8|Serviços|81|Serviços pessoais|812|Viagens, turismo e lazer|812V01|Viagens e turismo
2017|8|Serviços|81|Serviços pessoais|813|Esportes|813E01|Esportes
2017|8|Serviços|81|Serviços pessoais|813|Esportes|813F02|Formação de técnicos e treinadores esportivos
2017|8|Serviços|81|Serviços pessoais|813|Esportes|813G01|Ginástica
2017|8|Serviços|81|Serviços pessoais|813|Esportes|813T01|Treinamento físico (esportes)
2017|8|Serviços|81|Serviços pessoais|814|Ciências domésticas|814C01|Ciências domésticas
2017|8|Serviços|81|Serviços pessoais|814|Ciências domésticas|814E01|Economia do consumidor
2017|8|Serviços|81|Serviços pessoais|815|Serviços de beleza|815C01|Cosmetologia
2017|8|Serviços|81|Serviços pessoais|815|Serviços de beleza|815M01|Massagem (estética)
2017|8|Serviços|81|Serviços pessoais|815|Serviços de beleza|815T01|Terapias da beleza
2017|8|Serviços|84|Serviços de transportes (cursos gerais)|840|Transportes e serviços (cursos gerais)|840A01|Aviação
2017|8|Serviços|84|Serviços de transportes (cursos gerais)|840|Transportes e serviços (cursos gerais)|840C01|Ciência náutica
2017|8|Serviços|84|Serviços de transportes (cursos gerais)|840|Transportes e serviços (cursos gerais)|840C03|Controle de tráfego aéreo
2017|8|Serviços|84|Serviços de transportes (cursos gerais)|840|Transportes e serviços (cursos gerais)|840N01|Navegação aérea
2017|8|Serviços|84|Serviços de transportes (cursos gerais)|840|Transportes e serviços (cursos gerais)|840O01|Operação de aeronaves
2017|8|Serviços|84|Serviços de transportes (cursos gerais)|840|Transportes e serviços (cursos gerais)|840O02|Operação de ferrovias
2017|8|Serviços|84|Serviços de transportes (cursos gerais)|840|Transportes e serviços (cursos gerais)|840O03|Operação de navios
2017|8|Serviços|84|Serviços de transportes (cursos gerais)|840|Transportes e serviços (cursos gerais)|840O04|Operação de veículos rodoviários a motor
2017|8|Serviços|84|Serviços de transportes (cursos gerais)|840|Transportes e serviços (cursos gerais)|840O05|Operações de correio / serviços postais
2017|8|Serviços|84|Serviços de transportes (cursos gerais)|840|Transportes e serviços (cursos gerais)|840T01|Tecnologias de navegação
2017|8|Serviços|84|Serviços de transportes (cursos gerais)|840|Transportes e serviços (cursos gerais)|840T02|Transportes
2017|8|Serviços|84|Serviços de transportes (cursos gerais)|840|Transportes e serviços (cursos gerais)|840V01|Vôo e navegação
2017|8|Serviços|85|Proteção ambiental|850|Proteção ambiental (cursos gerais)|850C02|Conservação/proteção ambiental
2017|8|Serviços|85|Proteção ambiental|850|Proteção ambiental (cursos gerais)|850G01|Gestão ambiental
2017|8|Serviços|85|Proteção ambiental|850|Proteção ambiental (cursos gerais)|850R01|Recursos naturais
2017|8|Serviços|85|Proteção ambiental|851|Tecnologia de proteção ambiental|851C01|Conservação do solo e das reservas hidrológicas
2017|8|Serviços|85|Proteção ambiental|851|Tecnologia de proteção ambiental|851C03|Controle da poluição das águas
2017|8|Serviços|85|Proteção ambiental|851|Tecnologia de proteção ambiental|851C05|Controle da poluição sonora
2017|8|Serviços|85|Proteção ambiental|851|Tecnologia de proteção ambiental|851C06|Controle de descargas industriais
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|343|Finanças, bancos, seguros|343A02|Análise de investimentos
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|343|Finanças, bancos, seguros|343C01|Corretagem de valores
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|343|Finanças, bancos, seguros|343F01|Finanças, bancos, seguros
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|343|Finanças, bancos, seguros|343I01|Investimentos e títulos/valores (securities)
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|343|Finanças, bancos, seguros|343M01|Mercado de capitais
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|343|Finanças, bancos, seguros|343N01|Negócios financeiros
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|343|Finanças, bancos, seguros|343T01|Teoria financeira
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|344|Contabilidade e tributação|344A01|Auditoria
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|344|Contabilidade e tributação|344C01|Contabilidade
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|345A01|Administração
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|345A02|Administração de cooperativas
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|345A03|Administração de empresas
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|345A04|Administração de recursos humanos
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|345A07|Administração hospitalar
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|345A08|Administração hoteleira
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|345A09|Administração mercadológica
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|345A10|Administração pública
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|345A12|Avaliação de desempenho
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|345C01|Competências gerenciais
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|345E01|Empreendedorismo
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|345G02|Gestão da educação
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|345G03|Gestão da informação
2017|4|Ciências, matemática e computação|48|Computação|481|Ciência da computação|481I01|Informática (ciência da computação)
2017|4|Ciências, matemática e computação|48|Computação|481|Ciência da computação|481L01|Linguagens de programação (visual basic, c++ etc)
2017|4|Ciências, matemática e computação|48|Computação|481|Ciência da computação|481P01|Processamento de alto desempenho
2017|4|Ciências, matemática e computação|48|Computação|481|Ciência da computação|481R01|Robótica
2017|4|Ciências, matemática e computação|48|Computação|481|Ciência da computação|481S01|Sistemas operacionais
2017|4|Ciências, matemática e computação|48|Computação|481|Ciência da computação|481T01|Tecnologia da informação
2017|4|Ciências, matemática e computação|48|Computação|482|Uso do computador|482S02|Softwares para editoração e publicação
2017|4|Ciências, matemática e computação|48|Computação|482|Uso do computador|482S03|Softwares para planilhas de cálculo (spreadsheets)
2017|4|Ciências, matemática e computação|48|Computação|482|Uso do computador|482S04|Softwares para processamento de dados
2017|4|Ciências, matemática e computação|48|Computação|482|Uso do computador|482S05|Softwares para processamento de textos
2017|4|Ciências, matemática e computação|48|Computação|482|Uso do computador|482U01|Uso da internet
2017|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|483I01|Informática educacional
2017|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|483P01|Processamento de dados
2017|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|483P02|Programação de computadores
2017|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|483S01|Segurança da informação
2017|4|Ciências, matemática e computação|48|Computação|483|Processamento da informação|483S02|Sistemas de informação
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|520|Engenharia e profissões de engenharia (cursos gerais)|520E01|Engenharia
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|520|Engenharia e profissões de engenharia (cursos gerais)|520E03|Engenharia de manutenção
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|520|Engenharia e profissões de engenharia (cursos gerais)|520E04|Engenharia de materiais
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|520|Engenharia e profissões de engenharia (cursos gerais)|520E05|Engenharia de produção
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|520|Engenharia e profissões de engenharia (cursos gerais)|520T01|Tecnologia de materiais
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|520|Engenharia e profissões de engenharia (cursos gerais)|520Q01|Qualidade total
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|521|Engenharia mecânica e metalurgia (trabalhos com metais)|521E01|Engenharia de produção mecânica
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|521|Engenharia mecânica e metalurgia (trabalhos com metais)|521E04|Engenharia industrial metalúrgica
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|521|Engenharia mecânica e metalurgia (trabalhos com metais)|521E05|Engenharia mecânica
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|521|Engenharia mecânica e metalurgia (trabalhos com metais)|521E06|Engenharia metalúrgica
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|521|Engenharia mecânica e metalurgia (trabalhos com metais)|521F01|Fabricação de armas
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|521|Engenharia mecânica e metalurgia (trabalhos com metais)|521F02|Fabricação de caldeiras e soldagem
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|521|Engenharia mecânica e metalurgia (trabalhos com metais)|521F03|Fabricação de ferramentas e matrizes
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|521|Engenharia mecânica e metalurgia (trabalhos com metais)|521M01|Manutenção mecânica
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|521|Engenharia mecânica e metalurgia (trabalhos com metais)|521M04|Micro-mecânica
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|521|Engenharia mecânica e metalurgia (trabalhos com metais)|521M05|Montagem, torneamento e usinagem de metais
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|521|Engenharia mecânica e metalurgia (trabalhos com metais)|521S01|Siderurgia
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|521|Engenharia mecânica e metalurgia (trabalhos com metais)|521S02|Soldagem
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|521|Engenharia mecânica e metalurgia (trabalhos com metais)|521T01|Tecnologia em eletromecânica
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|521|Engenharia mecânica e metalurgia (trabalhos com metais)|521T02|Tecnologia metalúrgica
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|522|Eletricidade e energia|522D01|Distribuição (abastecimento) de gás
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|522|Eletricidade e energia|522D02|Distribuição de energia elétrica
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|522|Eletricidade e energia|522E01|Eletricidade
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|522|Eletricidade e energia|522E02|Energia nuclear, hidráulica e térmica
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|522|Eletricidade e energia|522E03|Energia solar
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|522|Eletricidade e energia|522E05|Engenharia de produção elétrica
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|522|Eletricidade e energia|522E06|Engenharia elétrica
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|522|Eletricidade e energia|522I01|Instalação e manutenção de linhas de força
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|522|Eletricidade e energia|522P01|Produção de energia
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|522|Eletricidade e energia|522R01|Refrigeração / aquecimento
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|522|Eletricidade e energia|522T01|Tecnologia elétrica
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|522|Eletricidade e energia|522T02|Tecnologia em eletrotécnica
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|522|Eletricidade e energia|522T03|Tecnologia em manutenção elétrica
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|522|Eletricidade e energia|522T04|Transmissão de energia elétrica
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|523A01|Automação
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|523E02|Eletrônica de radiodifusão
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|523E03|Eletrônica industrial
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|523E04|Engenharia de computação
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|347|Vida profissional|347D01|Desenvolvimento do trabalho
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|347|Vida profissional|347N01|Necessidades dos clientes
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|347|Vida profissional|347O01|Organização no trabalho
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|347|Vida profissional|347R01|Relações industriais
2017|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|380C01|Cartórios / prática notarial
2017|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|380D02|Direito administrativo
2017|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|380D03|Direito civil
2017|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|380D06|Direito criminal
2017|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|380D07|Direito do trabalho
2017|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|380D09|Direito internacional / comércio exterior
2017|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|380D10|Direito penal
2017|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|380D11|Direito político
2017|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|380D12|Direito privado
2017|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|380E01|Estudos de direito
2017|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|380E02|Estudos de justiça criminal
2017|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|380E03|Estudos para-legais
2017|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|380J01|Jurisprudência
2017|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|380L01|Legislação
2017|3|Ciências sociais, negócios e direito|38|Direito|380|Direito|380L02|Legislação trabalhista
2017|4|Ciências, matemática e computação|42|Ciências|421|Biologia e bioquímica|421B01|Biofísica
2017|4|Ciências, matemática e computação|42|Ciências|421|Biologia e bioquímica|421B02|Biologia
2017|4|Ciências, matemática e computação|42|Ciências|421|Biologia e bioquímica|421B03|Biologia marinha
2017|4|Ciências, matemática e computação|42|Ciências|421|Biologia e bioquímica|421B04|Biologia - modalidade médica
2017|4|Ciências, matemática e computação|42|Ciências|421|Biologia e bioquímica|421B05|Biologia molecular
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|345G07|Gestão de escritório
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|345G08|Gestão de estabelecimentos de ensino
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|345G10|Gestão de qualidade
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|345G11|Gestão de treinamento e formação
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|345G12|Gestão do lazer
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|345R01|Recrutamento
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|345|Gerenciamento e administração|345T01|Teoria e comportamento organizacional
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|346|Secretariado e trabalhos de escritório|346A01|Automação de escritórios
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|346|Secretariado e trabalhos de escritório|346C01|Correspondência comercial
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|346|Secretariado e trabalhos de escritório|346P01|Processamento de informações / entrada de dados
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|346|Secretariado e trabalhos de escritório|346S03|Secretariado executivo
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|346|Secretariado e trabalhos de escritório|346S06|Secretariado na área médica
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|346|Secretariado e trabalhos de escritório|346S07|Serviços administrativos e de secretaria
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|346|Secretariado e trabalhos de escritório|346R01|Registros de tribunais
2017|3|Ciências sociais, negócios e direito|34|Comércio e administração|346|Secretariado e trabalhos de escritório|346T01|Taquigrafia / estenografia
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|523E05|Engenharia de comunicações
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|523E08|Engenharia de redes de comunicação
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|523E09|Engenharia eletrônica
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|523E10|Engenharia mecatrônica
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|523I01|Instalação de equipamentos de comunicação
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|523M01|Manutenção de aparelhos médico-hospitalares
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|523M02|Manutenção de equipamentos de comunicação
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|523M04|Manutenção de máquinas e equipamentos
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|523R01|Redes de computadores
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|523S01|Sistemas de comunicação
2017|5|Engenharia, produção e construção|52|Engenharia e profissões correlatas|523|Eletrônica e automação|523S02|Sistemas de comunicação sem fio
2017|6|Agricultura e veterinária|62|Agricultura, florestas e recursos pesqueiros|624|Recursos pesqueiros|624F01|Fazendas de criação de peixes
2017|7|Saúde e bem estar social|76|Serviço social|762|Serviço social e orientação|762A08|Atendimento social
2017|7|Saúde e bem estar social|76|Serviço social|762|Serviço social e orientação|762P01|Política social
2017|7|Saúde e bem estar social|76|Serviço social|762|Serviço social e orientação|762P02|Prática social
2017|7|Saúde e bem estar social|76|Serviço social|762|Serviço social e orientação|762S01|Serviço social
2017|8|Serviços|81|Serviços pessoais|810|Serviços a particulares (cursos gerais)|810S01|Serviços a particulares
2017|8|Serviços|81|Serviços pessoais|811|Hotelaria, restaurantes  e serviços de alimentação|811H01|Hotelaria e restaurantes
2017|8|Serviços|81|Serviços pessoais|811|Hotelaria, restaurantes  e serviços de alimentação|811S01|Serviços de alimentação (catering)
2017|2|Humanidades e artes|21|Artes|215|Artesanato|215C01|Cerâmica (artesanal)
2017|2|Humanidades e artes|21|Artes|215|Artesanato|215C02|Conservação e restauro de material cultural
2017|2|Humanidades e artes|21|Artes|215|Artesanato|215C03|Criação de jóias (design)
2017|2|Humanidades e artes|21|Artes|215|Artesanato|215E02|Entalhamento em pedra (artesanal)
2017|2|Humanidades e artes|21|Artes|215|Artesanato|215F02|Fabricação de jóias (artesanais)
2017|2|Humanidades e artes|21|Artes|215|Artesanato|215I01|Instrumentos musicais (reparos e afinação)
2017|2|Humanidades e artes|21|Artes|215|Artesanato|215L01|Lapidação e montagem de jóias
2017|2|Humanidades e artes|21|Artes|215|Artesanato|215O01|Ourivesaria
2017|2|Humanidades e artes|21|Artes|215|Artesanato|215T01|Tecelagem (artesanal)
2017|2|Humanidades e artes|22|Humanidades e letras|220|Humanidades e letras (cursos gerais)|220H01|Humanidades
2017|2|Humanidades e artes|22|Humanidades e letras|220|Humanidades e letras (cursos gerais)|220L02|Língua/literatura vernácula e línguas/literaturas estrangeiras clássicas
2017|2|Humanidades e artes|22|Humanidades e letras|220|Humanidades e letras (cursos gerais)|220L04|Lingüística (línguas)
2017|2|Humanidades e artes|22|Humanidades e letras|221|Religião e teologia|221E01|Estudo de textos sagrados
2017|2|Humanidades e artes|22|Humanidades e letras|221|Religião e teologia|221E02|Estudos religiosos
2017|2|Humanidades e artes|22|Humanidades e letras|221|Religião e teologia|221F01|Formação de missionários
2017|2|Humanidades e artes|22|Humanidades e letras|221|Religião e teologia|221H01|História das religiões
2017|2|Humanidades e artes|22|Humanidades e letras|221|Religião e teologia|221T01|Teologia
2017|2|Humanidades e artes|22|Humanidades e letras|222|Línguas e culturas estrangeiras|222I01|Intérprete
2017|2|Humanidades e artes|22|Humanidades e letras|222|Línguas e culturas estrangeiras|222L01|Línguas/literaturas estrangeiras modernas
2017|2|Humanidades e artes|22|Humanidades e letras|222|Línguas e culturas estrangeiras|222L03|Lingüística de línguas estrangeiras
2017|2|Humanidades e artes|22|Humanidades e letras|222|Línguas e culturas estrangeiras|222S01|Segundas línguas
2017|2|Humanidades e artes|22|Humanidades e letras|222|Línguas e culturas estrangeiras|222S02|Semântica de línguas estrangeiras
2017|2|Humanidades e artes|22|Humanidades e letras|222|Línguas e culturas estrangeiras|222T01|Tradutor
2017|2|Humanidades e artes|22|Humanidades e letras|223|Língua materna (vernácula)|223F01|Filologia da língua vernácula
2017|2|Humanidades e artes|22|Humanidades e letras|223|Língua materna (vernácula)|223L02|Linguagem de sinais
2017|2|Humanidades e artes|22|Humanidades e letras|223|Língua materna (vernácula)|223L03|Línguas nativas
2017|2|Humanidades e artes|22|Humanidades e letras|223|Língua materna (vernácula)|223L04|Lingüística da língua vernácula
2017|2|Humanidades e artes|22|Humanidades e letras|223|Língua materna (vernácula)|223M01|Manutenção da língua
2017|2|Humanidades e artes|22|Humanidades e letras|223|Língua materna (vernácula)|223R01|Redação criativa / expressão escrita
2017|2|Humanidades e artes|22|Humanidades e letras|223|Língua materna (vernácula)|223R02|Revisão de textos
2017|2|Humanidades e artes|22|Humanidades e letras|223|Língua materna (vernácula)|223S01|Semântica da língua vernácula
2017|2|Humanidades e artes|22|Humanidades e letras|225|História e arqueologia|225A01|Arqueologia
2017|2|Humanidades e artes|22|Humanidades e letras|225|História e arqueologia|225E01|Estudos medievais e da renascença
2017|2|Humanidades e artes|22|Humanidades e letras|225|História e arqueologia|225H02|História da ciência e das idéias
2017|2|Humanidades e artes|22|Humanidades e letras|225|História e arqueologia|225H03|História da  cultura
2017|2|Humanidades e artes|22|Humanidades e letras|225|História e arqueologia|225L02|Literatura comparada
2017|2|Humanidades e artes|22|Humanidades e letras|225|História e arqueologia|225M01|Museologia
2017|2|Humanidades e artes|22|Humanidades e letras|226|Filosofia e ética|226E01|Ética
2017|2|Humanidades e artes|22|Humanidades e letras|226|Filosofia e ética|226F01|Filosofia
2017|2|Humanidades e artes|22|Humanidades e letras|226|Filosofia e ética|226L01|Lógica
2017|3|Ciências sociais, negócios e direito|31|Ciências sociais e comportamentais|310|Ciências sociais e comportamentais (cursos gerais)|310C01|Ciências comportamentais
